,Example_Mi2
LOC101929705,0.8283668982611812
LOC101929718,2.9848741527775604
LOC101929733,1.2826763971810637
LOC101929767,1.999563128336015
LOC101930071,0.0
LOC102467213,0.346662796883107
LOC102606465,1.6023115824061407
LOC102723330,0.49348421215309146
LOC102723439,0.12737884835670663
LOC102724009,1.1123184010564928
LOC102724552,0.7458920081634374
LOC102724555,0.3034705329804351
LOC102724814,1.5564953994166897
LOC103021295,0.96021363750163
LOC104968399,2.608139284878692
LOC105373383,1.3945205668230711
LOC105377348,1.7377876043756506
LOC146880,2.8009280406490045
LOC148413,2.477438835388241
LOC150776,3.0971101454449723
LOC151121,1.2766611892749584
LOC155060,1.8150511207393798
LOC171391,2.4702644038435766
LOC220729,1.6269345354635705
LOC284454,3.8382333832375948
LOC284581,1.7345467907656207
LOC284825,1.2720688227735424
LOC286437,0.47289925693867724
LOC339803,0.8936407982995479
LOC389332,0.2515660958734645
LOC391322,1.0858441236667262
LOC400043,1.9322890141009106
LOC400927_CSNK1E,3.73537958203802
LOC401052,0.8548794306261047
LOC401320,1.8676121405722947
LOC403323,0.021508679862557643
LOC407835,3.758378413626978
LOC440311,3.272804485975749
LOC440434,1.2989644952901604
LOC440982,0.5818858282569002
LOC441454,0.8474872323496364
LOC606724,3.0381058321111527
LOC642423,2.555013026692086
LOC642846,1.115452806294847
LOC643072,1.9397259365329573
LOC643387,2.555964635386985
LOC644172,0.9262551891692078
LOC644936,3.8604096736351226
LOC645166,2.7994613905857815
LOC646736,0.48370431926467994
LOC646903,4.0907149183380405
LOC648987,1.827967407560987
LOC653513,8.149876700167603
LOC653653,3.1095354403990716
LOC654342,2.296683846478018
LOC728392,3.2649568918440597
LOC728554,1.7993763474755498
LOC728613,0.7680056889602805
LOC728743,1.7227126341561685
LOC728989,1.186792341032077
LOC729970,1.6436767873368103
LOC730102,1.9988241624863685
LOC730183,1.2177896661835061
LOC90784,2.612406529215583
LOC93622,3.224912830584121
LONP1,4.357590862501336
LONP2,2.18789270080623
LONRF1,2.7722464530096804
LOX,1.8016084578294111
LOXL1,2.9581841746557838
LOXL2,2.59823025143334
LOXL3,1.0123370927041224
LOXL4,1.6616690613390326
LPAR1,2.0406207843693496
LPAR2,1.543520759872313
LPAR5,0.9425041789550851
LPAR6,3.431096647766856
LPCAT1,2.4779571706781045
LPCAT2,1.43710153281055
LPCAT3,4.2684295656674
LPCAT4,2.516653770681719
LPIN1,3.333927425074128
LPIN2,1.3495421729434474
LPL,4.392468774372942
LPP,1.1847578774747776
LPPR2,2.706343592788839
LPPR4,1.0799309688784597
LPXN,2.3390783606366203
LRCH1,1.705514705186343
LRCH4,3.7744335136674847
LRFN3,2.334504245518073
LRFN4,3.200292221587073
LRIF1,2.3317044255469885
LRIG1,3.6198885806798016
LRMP,0.7879321755554095
LRP1,3.3542857344153547
LRP10,4.263592669697148
LRP11,2.148671290364422
LRP12,1.6702784072814845
LRP3,4.193576890616358
LRP5,2.20649146048976
LRRC14,1.9250528882034599
LRRC14B,3.2750921248130056
LRRC17,2.435284310500347
LRRC2,4.409023085175768
LRRC20,5.124208626285663
LRRC25,2.255834474807896
LRRC28,2.7790854684045865
LRRC30,1.8655232590257513
LRRC32,2.791392727907199
LRRC38,3.879868338517298
LRRC39,4.763901628320254
LRRC3B,1.6868106145314348
LRRC41,4.334183292274525
LRRC42,2.671079428080863
LRRC45,0.8265536147422069
LRRC52,0.8294196754914208
LRRC59,3.3487292804473068
LRRC61,1.464724104807501
LRRC66,1.4621930422939051
LRRC75A_AS1,2.699332726653909
LRRC75B,2.34706245409621
LRRC8A,2.6470859506000535
LRRC8B,1.3315284411985089
LRRC8C,1.4975129416732775
LRRC8D,2.1291264289518623
LRRFIP2,0.4783001881030222
LRRN1,2.7533677746172285
LRRN3,1.5134803156651524
LRRN4CL,2.7461532299896088
LRSAM1,2.111743463222003
LRTM1,0.6071011299010126
LRTOMT,1.9573384982879771
LRWD1,2.640691622695314
LSM1,3.928790225963556
LSM12,3.4619068998774765
LSM14A,3.9268357421894673
LSM14B,4.091285364547382
LSM2,4.2509023976470415
LSM3,5.650427194425188
LSM4,0.9496137918014558
LSM5,1.8938220397047425
LSM6,2.28587808101541
LSM7,4.962600167548048
LSMEM1,4.076758697798508
LSMEM2,2.0978942090534964
LSP1,4.9661798324893605
LSR,1.2825864418418105
LSS,2.7053751564349864
LST1,2.087014318412182
LTA4H,2.799091752011348
LTB,1.5419339985959732
LTB4R,1.2294758106800385
LTBP1,2.148138937771111
LTBP2,3.2463377403269082
LTBP3,3.0605509874074968
LTBP4,3.2496668057169105
LTBR,3.4916921332526187
LTC4S,1.5976923995507883
LTK,1.2168238317000586
LTV1,3.0554184921439353
LUC7L,3.6881773577417807
LUC7L2,3.6320401095917827
LUC7L3,5.096083846471657
LUCAT1,0.17961146706795886
LUM,6.609276863645547
LURAP1L,1.5056659304347642
LXN,1.7958257018142343
LY6E,7.403420599000782
LY6G5B,3.3899384742892407
LY6G5C,1.5687292131082993
LY75_CD302,1.4218532373672927
LY86,1.949193545310955
LY9,0.5402339485239513
LYAR,3.1645058758980125
LYG1,0.621986870897239
LYL1,1.989783248935479
LYN,1.6318050120754457
LYPLA1,3.1606779303687165
LYPLA2,3.9392202939261165
LYPLAL1,3.4007065228921576
LYRM1,3.6111504120499585
LYRM2,2.461460844300987
LYRM4,2.964737862742818
LYRM5,5.079410386464972
LYRM7,2.29152102406796
LYRM9,3.539499250907585
LYSMD2,3.287299448286731
LYSMD3,1.5379451191517695
LYSMD4,1.8696856129092423
LYVE1,2.17026732548035
LYZ,3.5127536434434976
LZIC,1.8246389383775785
LZTR1,2.9401996174659346
LZTS1,1.663906038108052
LZTS2,4.528791799980213
LZTS3,2.4252805706595297
M6PR,4.129700190814223
MAB21L1,1.0514408470923255
MACF1,3.18854327554569
MACROD1,3.1326864030335186
MAD2L1BP,3.8250796736154897
MAD2L2,2.959792632208918
MADCAM1,1.3911540140380385
MADD,2.426908450391498
MAEA,3.4680848461755107
MAF,4.1974846346857575
MAF1,6.297824723194853
MAFA,5.160548736740331
MAFA_AS1,2.5173592389203283
MAFB,4.332067161658914
MAFF,2.241178215900145
MAFG,1.642149659200669
MAFK,4.712353319742333
MAGED1,5.191140483932568
MAGED2,5.2407479493206575
MAGED4,1.4301098290584113
MAGEF1,4.839352529609856
MAGEH1,3.4950990746809847
MAGI2_AS3,2.4959463095246965
MAGOH,2.1348197364087684
MAK16,2.9670949454789453
MAL,2.266749909438796
MALAT1,5.669735180774431
MALSU1,4.684015730482762
MALT1,1.7711871008114537
MAMDC2,1.7508086458341543
MAMDC4,0.9744906987106868
MAMSTR,4.620507287383368
MAN1A1,2.481545156677908
MAN1B1,3.078965558814309
MAN1B1_AS1,2.1028504147228424
MAN1C1,1.551970758602529
MAN2A2,3.335837915663963
MAN2B1,2.0511546560871308
MAN2B2,2.5588654529172437
MAN2C1,2.5730106868724003
MANBA,1.9607592275364332
MANBAL,3.3269981464891982
MANF,3.7075856157946068
MANSC1,1.800500008936102
MAOA,1.186572485787806
MAOB,4.142100887305654
MAP1A,2.282242019957268
MAP1B,1.9076491124178376
MAP1LC3A,4.58572639260934
MAP1LC3B2,4.8683214040992135
MAP1LC3C,1.0743465573701647
MAP1S,3.7583965449081145
MAP2K1,4.964674891250986
MAP2K2,5.891911068010458
MAP2K3,5.6780456131416805
MAP2K4,3.1701873505586704
MAP2K5,3.090094297717057
MAP2K6,1.761203697931714
MAP2K7,2.806029090235881
MAP3K10,2.8254521243518322
MAP3K11,3.380832039951419
MAP3K12,1.678142874605406
MAP3K13,1.9745029067002695
MAP3K14,2.6272071884929136
MAP3K3,2.6876958292625464
MAP3K6,1.293314029992102
MAP3K7,2.07720355191648
MAP3K7CL,4.992946805591944
MAP3K8,1.6569681436566037
MAP4,6.597723098371477
MAP4K3,1.9978552505275495
MAP4K4,2.0343447512350576
MAP4K5,1.5151050252170166
MAP6D1,3.1533783063328813
MAP7D1,6.131611131041183
MAP7D3,1.8302068359492991
MAPK1,4.054984860802675
MAPK11,2.600090508337621
MAPK12,5.411980626493759
MAPK14,2.5579314322172926
MAPK3,2.886732097571878
MAPK6,3.011920398533935
MAPK7,2.2771029431594774
MAPK8,1.8212500009452286
MAPK8IP1,1.8506084515870027
MAPK8IP3,2.731123630055301
MAPK9,3.2104318142498816
MAPKAP1,3.1696398411082667
MAPKAPK2,5.4581453412883425
MAPKAPK3,3.617022654921071
MAPRE1,4.512743553273456
MAPRE2,4.068198478865363
MAPRE3,5.149762238392529
MAPT,3.029183268894106
MARC1,1.7152126111124786
MARC2,2.0555868765079968
MARCH1,1.0462267884914518
MARCH2,4.84582654143404
MARCH3,1.5371288094460438
MARCH5,2.986335855774932
MARCH6,1.880124884319149
MARCH7,3.854877023992655
MARCH8,1.7960512206250883
MARCH9,2.8331953737509723
MARCKS,4.552507418249218
MARCKSL1,4.282039769763665
MARCO,0.9574288608763495
MARK2,1.9545863285834308
MARK3,4.233851627610997
MARK4,2.8070166074382388
MARS,3.967102827251739
MARVELD1,3.097275713717299
MASP1,1.2808935328737014
MAST2,4.999233764774522
MAST3,1.6836241135597605
MAT2A,6.101452097628639
MAT2B,3.4427850694784734
MATN2,1.6221793054690326
MATR3,4.806947713538299
MAVS,3.0419967936280545
MAX,4.266954458881818
MAZ,4.142622249652667
MB,12.114238410940077
MBD1,3.5311329531308133
MBD3,5.231428252273728
MBD4,3.118185835322828
MBD6,3.5123708991265215
MBIP,1.7391091751934538
MBLAC1,1.1699115889088008
MBNL1,3.2984598497545674
MBNL1_AS1,2.228517879335982
MBNL2,2.682055977170736
MBOAT2,0.8335518754591645
MBOAT7,2.860202912778432
MBP,3.9221053019405305
MBTPS1,2.988065367110127
MC1R,1.1199048131166534
MCAM,4.61296260578331
MCAT,2.127882138649547
MCC,1.0493211638896145
MCCC1,1.9816851011180565
MCCC2,3.489851390810444
MCEE,4.368563502395041
MCF2L,1.5064567923744177
MCFD2,3.641658988315213
MCL1,3.656490776308435
MCM2,1.4869056655286566
MCM3,2.3521869945920795
MCM3AP_AS1,1.765411025780521
MCM4,1.7789134362647785
MCM5,1.4248420546746232
MCMBP,1.2687921006160219
MCOLN1,2.401741974338759
MCOLN2,0.7018189781656529
MCRS1,3.607221623299773
MCTS2P,2.247990259976778
MCU,4.418374558572449
MDFI,1.4499053627421334
MDFIC,2.6581919461693007
MDH1,6.658965735999638
MDH2,6.133588191808519
MDK,5.027946678575272
MDM2,2.4954110885809935
MDP1,2.740229953310926
ME2,3.055758126659232
ME3,2.0065503023820312
MEA1,4.254724215244906
MEAF6,2.220888753600491
MECR,2.4661130843726933
MED10,4.112914378871367
MED11,2.2476362526561044
MED13L,2.423858753330159
MED14OS,1.1442616887038748
MED15,3.872419577390646
MED16,3.364384928851356
MED19,2.5640348639575756
MED20,2.6278734584720063
MED21,2.8471806510533963
MED22,1.6046009362190872
MED24,4.162910212309293
MED25,3.518767018995328
MED27,2.585111474259264
MED30,1.5762603080955964
MED31,2.4122099445782488
MED4,2.8178270631546667
MED6,0.7821016050044739
MED7,2.676809602653105
MED8,2.943181389460338
MEDAG,2.2034401585042107
MEF2A,3.1689079077429883
MEF2BNB,2.99384254707769
MEF2BNB_MEF2B,1.4761380090114413
MEF2C,5.449901498894623
MEF2C_AS1,1.198086218541073
MEF2D,3.438740319827279
MEG3,5.338440808060855
MEG9,1.4612656251068386
MEGF10,1.2644221847459882
MEIS3,0.8792962605347707
MEIS3P1,1.8535843603967743
MEMO1,3.244313407826476
MEN1,1.9632055286851007
MEOX1,2.8411494010752842
MEOX2,3.08975082412063
MEOX2_AS1,1.5765994377854133
MEPCE,3.773581629363777
MERTK,1.2556192354668076
MESDC1,2.6804155903019176
MESDC2,1.636911828809454
MESP1,2.9922282258224
MEST,2.6761397157156503
MET,1.4980954829652497
METAP1,3.638924322625316
METRN,3.364283584870361
METRNL,3.9520217796243418
METTL1,2.4670162549486285
METTL13,2.532596304277236
METTL17,3.7902006224124354
METTL21A,1.4726163416357145
METTL21B,1.2497369049758527
METTL21C,1.523785232398565
METTL21EP,0.882181121851307
METTL22,3.1583620801686134
METTL23,3.4659472369217563
METTL2B,2.1729096167938224
METTL3,2.904481491478868
METTL5,3.159773680023773
METTL6,1.6909021491354295
METTL7A,5.220006759930353
METTL7B,3.35071796830757
METTL9,4.350247190333816
MEX3C,2.4003385769319747
MEX3D,1.3927316398507072
MFAP3,1.7482864834779621
MFAP3L,0.9427278189905883
MFAP4,5.505758682519173
MFAP5,3.057451014676377
MFGE8,4.1898665605518675
MFI2,0.9141283491813024
MFI2_AS1,0.9939900499007589
MFN2,3.056049515136472
MFNG,2.0579877036988368
MFRP,2.195264276276252
MFSD1,2.411389093506907
MFSD10,3.1312731132664577
MFSD12,2.122074444252627
MFSD3,3.2477527458768667
MFSD5,3.567947394928456
MFSD6,1.3768982280319735
MFSD7,1.2552993305262474
MGAT1,4.417545582002321
MGAT2,2.8423247397624283
MGAT4B,3.6996637606179332
MGC45922,0.8587916748076796
MGC72080,2.72244421806082
MGEA5,3.449108394288292
MGLL,4.589599663402543
MGME1,3.1362939205460405
MGMT,3.4048104012497786
MGP,1.2081447447016949
MGRN1,2.2583218443356805
MGST1,2.8486070702688697
MGST2,3.9923056841930635
MGST3,5.900296544451393
MHRT,8.486122109707075
MIA3,1.9530591990464723
MIA_RAB4B,2.1171979259994154
MIB2,4.107707057326713
MICA,2.368632805117053
MICAL1,1.8225908683952106
MICAL2,1.6673080980680381
MICAL3,2.796078274932309
MICALL1,2.4057708508234006
MICALL2,1.9341294491080256
MICB,1.3375978888511246
MICU1,4.339111449015988
MICU2,3.8250833529945165
MID1IP1,4.469477816386855
MIDN,5.841512387760602
MIEF2,3.124964546652295
MIEN1,4.464078158713736
MIER1,1.771845293800563
MIER2,3.025912586306752
MIER3,1.2247485803064568
MIF4GD,2.43752750558921
MIF_AS1,5.159933610325375
MIIP,3.551241287137978
MILR1,1.3214963539077622
MINA,2.7470441167652124
MINK1,1.829173580109625
MINOS1_NBL1,0.0
MIOS,3.0198878395199595
MIR100HG,2.7078723551912045
MIR103A2,0.7646906719094065
MIR1181,4.264552506995214
MIR1182,0.5992376046855612
MIR1224,0.4660550996854593
MIR1244_1,1.400823579733718
MIR1244_2,2.0686580701671797
MIR1244_3,3.373276631538756
MIR1244_4,6.521810267915675
MIR1247,0.7021448696810316
MIR126,1.3390807652295023
MIR1287,1.3782224824936333
MIR1307,1.9790080884375205
MIR133A1HG,5.508979045809959
MIR133A2,3.440232680445756
MIR133B,2.7143780818200955
MIR142,1.6408248088014281
MIR143HG,0.8579251820831723
MIR145,0.3943569759071919
MIR1469,0.24583387670621584
MIR155HG,0.8260388628163995
MIR1914,2.266144087622252
MIR1_1HG,7.23730693731056
MIR21,0.6433655315664534
MIR210HG,1.364447746545897
MIR22,0.32180992489593546
MIR223,0.5139739682368415
MIR22HG,5.159874433902503
MIR23A,1.04867575220414
MIR23B,0.8919659150933879
MIR24_2,0.7741479772407277
MIR25,1.5439452750369904
MIR27A,0.45031181228126055
MIR27B,1.234519772688462
MIR2861,0.49197058175497954
MIR29B2,1.8065091332486751
MIR29C,3.3113560301548186
MIR3064,6.159768263188315
MIR3074,1.9104996352560641
MIR3124,0.2956618090593936
MIR3132,0.6681524199375869
MIR3190,0.433459562093284
MIR3191,0.4284028293020094
MIR320E,0.5630033747478749
MIR324,2.424316860797149
MIR3605,0.7395641884505324
MIR3613,0.6731445317205198
MIR3648_2,0.4660808134554611
MIR3652,0.552887245753576
MIR3654,8.931549521079903
MIR3655,0.23672328620229682
MIR3656,3.720245192875436
MIR3671,2.6686346317723406
MIR3682,1.4132782822119196
MIR3685,0.24376706904961873
MIR3687_1,0.1598572422710878
MIR3687_2,0.6977551553474067
MIR378I,0.854913322708472
MIR3911,0.8086381926832658
MIR3936,0.8693560667517481
MIR3940,1.6255278032533764
MIR3960,0.6949211608035507
MIR4269,0.927142212711079
MIR4292,0.7115820680583916
MIR4321,0.2026392804590759
MIR4426,7.116196116087425
MIR4435_2HG,3.8465258053802676
MIR4444_2,0.1979805543950004
MIR4458HG,2.719132436375338
MIR4461,2.6567174416410912
MIR4477A,0.6165090628318775
MIR4477B,0.6165090628318775
MIR4506,0.5844569067659563
MIR450A1,0.2728734822980075
MIR4517,0.7108496765758884
MIR4537,0.5880772601419911
MIR4539,0.19794577919961942
MIR4649,0.7434410855112187
MIR4658,1.1648530491264188
MIR4688,0.9451530588015818
MIR4690,1.0951002290710312
MIR4691,1.297084688002603
MIR4707,1.3420812008897285
MIR4721,2.9186646087177506
MIR4722,1.9923740147973665
MIR4728,0.6085077701063563
MIR4737,1.7938389385268805
MIR4750,4.617081230609849
MIR497HG,2.33775848795475
MIR5006,0.9207561079477515
MIR503HG,3.182930787879771
MIR5047,4.4508443206693
MIR5193,2.0878401858790725
MIR555,0.6475792417423176
MIR570,0.4387539837131316
MIR6084,0.8514807140812644
MIR6087,7.908435913543547
MIR6126,2.733516747464013
MIR614,0.14348431031686304
MIR630,0.8182679821171099
MIR631,1.4157425772389223
MIR635,0.6723388210357168
MIR636,1.5082200058657846
MIR637,3.438534265260778
MIR639,0.38515285162077145
MIR647,2.2438739136830423
MIR649,0.7425966499734101
MIR6503,0.3800451503210326
MIR6505,0.6071987609566875
MIR6506,0.06120090497076611
MIR6514,0.5989575856497833
MIR6515,1.0477097680629326
MIR6516,0.2758255735761841
MIR663A,0.4197833871115275
MIR663AHG,0.5287548838422237
MIR663B,0.14970685394751893
MIR664B,0.3009607901809846
MIR6717,0.3998525658609694
MIR6723,12.72562180183358
MIR6727,0.7924389061193741
MIR6730,0.4661286422694751
MIR6734,0.4181437046303608
MIR6746,1.54256389948239
MIR6748,0.6085486179048801
MIR675,1.1552675199041222
MIR6751,0.39020483860164473
MIR6757,0.3355111558879322
MIR6758,1.2866509095860794
MIR6759,0.6414018653824027
MIR6777,1.0158282896635487
MIR6784,0.602054938326532
MIR6785,1.4059925445574688
MIR6797,2.131199294385005
MIR6807,1.981191220676071
MIR6808,1.0709480818436363
MIR6812,0.3883350259002001
MIR6819,0.50162705586648
MIR6820,1.8203671988135435
MIR6821,1.5155119470636647
MIR6838,1.1798241001842737
MIR6840,0.8417375328489395
MIR6845,0.6426030236001036
MIR6847,0.4837848083795456
MIR6850,0.8434602004314325
MIR6859_1,1.5804364607486667
MIR6859_2,1.5909149737885107
MIR6859_3,1.6015404692329682
MIR6859_4,1.7956841050111143
MIR6865,0.2615113998849756
MIR6878,0.4061145119677155
MIR6883,0.4338896530142397
MIR6884,0.24037025683429913
MIR6891,1.6921525945591922
MIR7109,0.5093181456715699
MIR7111,1.6952107421045914
MIR7113,1.6635192205574747
MIR761,0.18801952041274836
MIR7641_2,0.41893638785439014
MIR7847,4.679514054704331
MIR7975,0.5545754166542722
MIR7_1,0.6129321501590007
MIR8058,0.9282522091998107
MIR8085,1.4167050259593463
MIR939,0.2613037878004597
MIR943,0.5096077255557289
MIR9500,0.895644567060167
MIRLET7BHG,0.48240836914560553
MIRLET7D,1.5414796806523647
MIRLET7DHG,0.9713753637193485
MIS12,2.8707000981666693
MIS18A,1.3384816252264218
MITD1,2.055187787420868
MITF,2.771071619004742
MKI67,0.416208862912057
MKKS,3.0540909424903977
MKL1,2.0975973680914497
MKL2,1.4031830359551405
MKLN1,1.32483080899525
MKNK1,3.2464693016484323
MKNK2,6.4428568507890125
MKRN2,3.346416927005258
MKRN2OS,0.5765001465619646
MKRN9P,0.740938579967936
MLEC,3.446167783817289
MLF1,2.7544377206333093
MLF2,5.430155869355212
MLH1,3.0607402193921804
MLIP,4.810111815549839
MLK7_AS1,0.4856461320068575
MLKL,2.174116296524715
MLLT1,3.7126267011377307
MLLT10,2.0675307774055067
MLLT11,4.774354785080538
MLLT4,1.9571719720311334
MLST8,3.419635085493903
MLX,4.114525197562993
MLXIPL,3.235194065384778
MLYCD,4.346806210798562
MMAB,1.1385870471387907
MMADHC,5.479973000967266
MMD,1.7879558810108065
MME,2.3591450452811156
MMGT1,3.293626033951321
MMP11,1.3498955247224638
MMP14,3.0942154191977536
MMP15,2.084470856332714
MMP17,1.1764307971610022
MMP19,1.208211469571619
MMP2,5.062529094162115
MMP24_AS1,3.1077207865953893
MMP25,0.5585557625569139
MMP25_AS1,1.5605873853283443
MMP28,0.8463708873615389
MMP3,1.413658619712625
MMP9,1.6558460121503893
MMRN1,0.6177817840436836
MMRN2,3.722428365938379
MMS19,2.197399146989899
MN1,3.1424163738665425
MNAT1,3.602029846035198
MNDA,1.9027297770473048
MNT,2.342934835242658
MOB1A,2.8267455055193276
MOB1B,1.7665846895647093
MOB2,3.721879312633101
MOB3A,3.437951521175496
MOB3C,2.989605329990779
MOCS1,1.7469178101607605
MOCS2,1.1700056043796203
MOGS,3.6299245420694346
MOK,1.4898411638374436
MORC2_AS1,1.9914276249270635
MORC3,2.7715169592156355
MORC4,2.1921860832192994
Morf4L1,5.466922831695745
MORN2,2.135277021591906
MOSPD1,2.390314030230552
MOSPD3,2.4737692095565587
MOV10,2.2491543359135546
MOXD1,0.9597410856441194
MPC1,5.538924422105953
MPC2,4.103541251184821
MPDU1,3.323261326299556
MPDZ,1.966328629917564
MPEG1,2.5569782654153332
MPG,5.162274105165495
MPHOSPH10,3.183883454451295
MPHOSPH6,3.126966041284432
MPHOSPH8,2.4419690415577087
MPI,3.461394087370907
MPLKIP,3.491768503585459
MPP1,3.2573623747113754
MPP5,1.9231223932522374
MPP7,1.6135506885802648
MPPED2,1.3255573546775763
MPST,4.6317119734636485
MPV17,4.0262145556324995
MPV17L,1.6023041136676526
MPV17L2,2.9601575930264166
MPZ,1.3577951600175557
MPZL1,3.0538633733436114
MPZL2,1.5082586888871483
MR1,0.9640975109444273
MRAP2,0.760754286852478
MRAS,4.371095162728816
MRC1,1.0963596028903133
MRC2,2.8572884314784974
MREG,0.5476934675450718
MRFAP1,7.111913431503454
MRFAP1L1,5.241288086626074
MRGBP,3.283482580082239
MRGPRF,2.1804529862499145
MRI1,1.8257518994603579
MRLN,5.375201352561233
MRM1,1.6065287365180203
MROH7_TTC4,2.532362070201006
MRPL1,3.637786857356478
MRPL10,0.6239180036817404
MRPL11,0.7047130967062988
MRPL12,5.425897171213392
MRPL13,2.7435346866427555
MRPL14,6.4259766966146
MRPL17,3.9406925047572896
MRPL18,5.515746851809841
MRPL2,3.834783923942375
MRPL21,0.2348970290956294
MRPL22,2.4222685347139126
MRPL23,5.466430896709401
MRPL23_AS1,2.5202754199856945
MRPL24,4.995992621317002
MRPL27,5.56866813940139
MRPL28,4.407952985364901
MRPL3,4.8597772403135435
MRPL30,3.0585347517720156
MRPL32,5.19862497419086
MRPL33,7.146824106152208
MRPL34,6.010560855230404
MRPL35,3.8534357487874824
MRPL37,4.843441568167623
MRPL38,4.702628468791985
MRPL39,0.8078959686823606
MRPL4,4.137854440390128
MRPL41,7.773935976592306
MRPL42,2.279232490982236
MRPL43,3.4870431295997095
MRPL44,4.371356419187168
MRPL45,3.3861897400955243
MRPL45P2,0.6369779729397972
MRPL46,4.675376572970236
MRPL47,3.6628799079080894
MRPL48,2.9374423959664697
MRPL49,2.098404525391928
MRPL50,4.355112371204775
MRPL52,3.4640800873693895
MRPL53,5.988636344971286
MRPL54,4.848312341118082
MRPL55,4.619683031484367
MRPL9,4.38431403832532
MRPS11,3.6932409760437164
MRPS12,4.510716027309007
MRPS14,2.2032779233232995
MRPS15,4.392813035690969
MRPS17,4.270712449615548
MRPS18A,1.4632819310551695
MRPS2,4.3502807450983685
MRPS21,4.8986182452158396
MRPS22,0.5706141696669417
MRPS23,3.1316108553925144
MRPS26,4.146421943547015
MRPS27,1.029095520049607
MRPS28,5.031992136269113
MRPS30,3.4665085171869334
MRPS31,3.37232230569111
MRPS33,5.82649123763768
MRPS35,4.252981316835015
MRPS5,3.868518691424328
MRPS9,3.6195677038005014
MRRF,3.057016861782554
MRS2,2.568320343390344
MRTO4,3.1766051923686165
MRVI1,1.5672068466280877
MS4A1,0.9156251257430429
MS4A14,0.6633832068992193
MS4A2,0.4959375963580332
MS4A4A,2.5770915204505673
MS4A6A,2.1772806173524852
MS4A7,2.0212241326940585
MSANTD2,2.2692628630980525
MSANTD3,3.4745201164732964
MSANTD3_TMEFF1,2.3524066660903915
MSANTD4,2.1995428156594836
MSC,2.8193435693637685
MSC_AS1,0.9691262092065426
MSH6,1.6486086258421622
MSI2,1.5121676813367257
MSL2,1.8724889014474364
MSL3P1,0.9597915788731157
MSMO1,1.9750281706760995
MSMP,1.4687820701493437
MSN,5.056343506654162
MSR1,2.0475884328142597
MSRA,3.1659352174965316
MSRB1,5.767644295684407
MSRB2,4.124429523301334
MSRB3,3.2201071716606906
MSS51,5.201736574796532
MSTN,1.3286506524373758
MSTO1,2.3173416238576383
MSX1,2.479485278153489
MT1A,2.2740517103644198
MT1E,6.573122848606355
MT1F,2.247421441248853
MT1G,2.5166124381700268
MT1H,0.703933720007779
MT1JP,0.760046840267663
MT1L,1.570002091001055
MT1M,3.5630284620826473
MT1X,8.936168821641026
MT2A,9.154149767821922
MT3,1.1170882397125328
MTA1,3.6025946828153534
MTA2,2.59899105878856
MTCH1,5.087261765457142
MTERF2,1.2321709737846744
MTERF3,2.8169600935229324
MTFP1,2.4005572242730406
MTFR1,2.463651272572474
MTFR1L,5.363511982195661
MTG1,2.765767968823802
MTHFD2,3.67520935705124
MTHFR,3.0847487572331733
MTHFS,2.5795545205131822
MTIF2,2.1293826986493904
MTIF3,5.5562222920603626
MTMR1,2.2528683108677714
MTMR11,1.5637309183195256
MTMR14,3.087711498857784
MTMR2,1.2497801935023756
MTMR3,2.4113487443830137
MTMR6,2.120643329091426
MTMR9LP,2.4745462375473406
MTPN,4.073807968407571
MTR,1.718684470284726
MTRF1L,1.5238938890701468
MTRNR2L1,5.361014582679629
MTRNR2L10,3.8150084401653968
MTRNR2L2,8.530939230522348
MTRNR2L3,2.3902251521937417
MTRNR2L6,2.0516415439084987
MTRNR2L8,8.223181759225225
MTRNR2L9,7.567943762504584
MTRR,2.8695022136468715
MTSS1,2.9237917808826484
MTSS1L,4.79488225423202
MTURN,3.9189218995865756
MTUS1,3.547744196143567
MTX2,2.7593843783277987
MTX3,1.9027945617563555
MUC1,1.4517871987654063
MUC20,1.9237425059431503
MUM1,2.4454001479108674
MUM1L1,1.7720879811728638
MURC,6.583891956081327
MUS81,3.2101588229524167
MUSTN1,3.234984506468381
MUTYH,1.0287612208989758
MVB12A,2.074196997534381
MVB12B,3.0438830370795205
MVD,3.7794792690891628
MVK,1.92921019140935
MVP,4.573835633475182
MX1,5.867206530911074
MX2,4.3703102885712575
MXD3,3.198291575741803
MXD4,4.2926518501782835
MXI1,3.720453981211378
MXRA5,2.938881785749567
MXRA7,4.575683361656062
MXRA8,4.420333820397487
MYADM,3.911305511291658
MYADML2,5.08400229602388
MYBBP1A,3.098906727727957
MYBL2,0.4277951136157773
MYBPC1,8.95619239175697
MYBPC2,6.46044113620946
MYBPH,6.593627889453077
MYC,4.3574879176012695
MYCL,1.2278253290324022
MYCT1,2.621430092883738
MYD88,2.2800227843168606
MYDGF,3.2274068497176516
MYEOV2,6.6932157050514345
MYF5,3.2837453289895833
MYF6,8.052951084094625
MYH1,7.543865553994036
MYH10,1.972764872856226
MYH11,2.3646174959721664
MYH13,0.3084847098173658
MYH14,4.4711137198374225
MYH2,9.324335294720603
MYH3,5.970473070818824
MYH4,0.07421298253517118
MYH6,7.1649892400177775
MYH7,10.335711696417425
MYH7B,4.681706803570978
MYH8,4.614041191094594
MYH9,5.2819505389360595
MYHAS,3.5435074261554522
MYL1,11.698130388013517
MYL10,0.32071511208672226
MYL12A,10.76327673958705
MYL12B,8.206485634857485
